Geo_Point;Geo_Shape;GRD_QUART;Libell___des_grands_quartiers;REG2016;DEP;UU2010;CODE_INSEE;Population;P11_POP0002;P11_POP0305;P11_POP0610;P13_POP1117;P13_POP1824;P13_POP2539;P13_POP4054;P13_POP5564;P13_POP6579;P13_POP80P;P13_POP0014;P13_POP1529;P13_POP3044;P13_POP4559;P13_POP6074;P13_POP75P;P11_POP0019;P11_POP2064;P11_POP65P;P13_POPH;P13_H0014;P13_H1529;P13_H3044;P13_H4559;P13_H6074;P13_H75P;P13_H0019;P13_H2064;P13_H65P;P13_POPF;P13_F0014;P13_F1529;P13_F3044;P13_F4559;P13_F6074;P13_F75P;P13_F0019;P13_F2064;P13_F65P;C13_POP15P;C13_POP15P_CS1;C13_POP15P_CS2;C13_POP15P_CS3;C13_POP15P_CS4;C11_POP15P_CS5;C11_POP15P_CS6;C11_POP15P_CS7;C11_POP15P_CS8;C13_H15P;C13_H15P_CS1;C13_H15P_CS2;C13_H15P_CS3;C13_H15P_CS4;C13_H15P_CS5;C13_H15P_CS6;C13_H15P_CS7;C13_H15P_CS8;C13_F15P;C13_F15P_CS1;C13_F15P_CS2;C13_F15P_CS3;C13_F15P_CS4;C13_F15P_CS5;C13_F15P_CS6;C13_F15P_CS7;C13_F15P_CS8;P13_POP_FR;P13_POP_ETR;P13_POP_IMM;P13_PMEN;P13_PHORMEN;ANNEE
43.6022244026, 1.44055171361;"{""type"": ""Polygon"", ""coordinates"": [[[1.445654538605654, 43.600475682018], [1.44508596589854, 43.60045228340159], [1.444703670765758, 43.60042088592535], [1.443784005115295, 43.600369172451614], [1.442582383696922, 43.6001061281919], [1.442293002415302, 43.60004329105979], [1.441216647137927, 43.59976230171752], [1.440568083114643, 43.59960389908352], [1.437807836718713, 43.59910139126145], [1.437376975014189, 43.5999627271494], [1.436758945880903, 43.600370330130374], [1.436584167819144, 43.60030555110646], [1.436085706153033, 43.60064030078263], [1.435206496691976, 43.60101364952845], [1.434133467081927, 43.60128894247944], [1.435494490185119, 43.60315419892098], [1.435864326155098, 43.60366710422023], [1.436194315802769, 43.60388733772108], [1.436375754397747, 43.603942711983905], [1.438070179715442, 43.60433840383075], [1.438810521423038, 43.604457814166786], [1.439418481135618, 43.604462632786415], [1.439921347807707, 43.604529056940756], [1.440529665675806, 43.60459631658261], [1.441122031993357, 43.604686156161236], [1.441408057810336, 43.60471396507878], [1.441746277706264, 43.60473366415866], [1.442726690358831, 43.604819940156936], [1.442826804378204, 43.60482924574712], [1.443707729206854, 43.60495162317201], [1.44453752553604, 43.604923153694614], [1.445678652758383, 43.60488388275945], [1.4456709384186, 43.60426599999969], [1.445679050533501, 43.60372204374527], [1.445678739597694, 43.60348077557395], [1.44566959853868, 43.603133478818755], [1.44566764691986, 43.60300289201835], [1.445637228598714, 43.60251067088358], [1.445645356007181, 43.601441606648166], [1.445654538605654, 43.600475682018]]]}";3155501;CAPITOLE;76;31;31701;31555;6785.6836;98.754425;92.21931;116.997635;313.04065;2617.6624;1742.9377;801.8812;444.9364;404.43445;152.81932;441.6436;3668.578;1177.5536;739.0012;511.502;247.4052;1637.5879;4590.842;557.2538;3196.1724;205.85281;1627.7416;653.8008;377.7148;231.35631;99.706;764.4277;2194.6255;237.11925;3589.5112;235.79076;2040.8363;523.75275;361.2864;280.14572;147.6992;873.1603;2396.2163;320.13452;6359.04;3.7947164;144.50444;1434.631;805.9972;700.92487;171.23825;604.45667;2493.4927;2989.3196;3.7947164;94.62215;873.93256;336.11713;256.44122;132.52264;259.03687;1032.8522;3369.7205;0.0;49.8823;560.6984;469.8801;444.48364;38.7156;345.4198;1460.6405;5998.9746;786.7087;907.3884;6566.6836;219.00005;2013
43.607587822, 1.43979368004;"{""type"": ""Polygon"", ""coordinates"": [[[1.434592504363702, 43.60425777221578], [1.434674980265306, 43.604658642209245], [1.434563112233373, 43.605169609811675], [1.434837778932113, 43.608538126893485], [1.434932799787418, 43.61000727736047], [1.43485303694204, 43.61037374295032], [1.435953312764158, 43.61072026762094], [1.436903698634613, 43.610990846296446], [1.437553274130375, 43.611176715806025], [1.438709487726893, 43.61152838421713], [1.438783470296013, 43.61154411091477], [1.439366582008983, 43.61147398582412], [1.440118951978967, 43.611318155412114], [1.44057733791185, 43.61122906250619], [1.440868589089642, 43.61117081434344], [1.441844434725167, 43.61095997532923], [1.442742265541157, 43.61074188618679], [1.443401537039298, 43.6105408306977], [1.444104663593409, 43.61010642681154], [1.444266920907478, 43.60996578174106], [1.444448787688389, 43.60981962086066], [1.445009523293524, 43.609241219637006], [1.445679541054337, 43.60857947291822], [1.445819579877789, 43.60844433348622], [1.445783104766833, 43.608270903776926], [1.44570082417511, 43.60785112050729], [1.445687142496639, 43.60772044663039], [1.445700820232158, 43.60697784372645], [1.445688642203492, 43.60613569436329], [1.445694190588565, 43.605762964364196], [1.445678652758383, 43.60488388275945], [1.44453752553604, 43.604923153694614], [1.443707729206854, 43.60495162317201], [1.442826804378204, 43.60482924574712], [1.442726690358831, 43.604819940156936], [1.441746277706264, 43.60473366415866], [1.441408057810336, 43.60471396507878], [1.441122031993357, 43.604686156161236], [1.440529665675806, 43.60459631658261], [1.439921347807707, 43.604529056940756], [1.439418481135618, 43.604462632786415], [1.438810521423038, 43.604457814166786], [1.438070179715442, 43.60433840383075], [1.436375754397747, 43.603942711983905], [1.436194315802769, 43.60388733772108], [1.435864326155098, 43.60366710422023], [1.435494490185119, 43.60315419892098], [1.434931245294167, 43.603465723507355], [1.434620328315725, 43.60362124786602], [1.434335658847749, 43.60376373717284], [1.434592504363702, 43.60425777221578]]]}";3155502;ARNAUD BERNARD;76;31;31701;31555;8637.3;171.48903;152.49603;187.60641;307.35254;3242.6929;2121.5435;902.5118;676.7662;557.10144;317.7397;675.21204;4441.0405;1396.5294;970.7457;668.12317;485.64874;1670.278;6092.1807;874.8411;4149.0405;361.26068;2058.0076;775.2667;506.25717;299.28116;148.96718;750.1627;3081.5093;317.36862;4488.259;313.95135;2383.0327;621.2627;464.48853;368.842;336.68158;920.1152;3010.6714;557.47253;7952.0874;0.0;215.29544;1517.1516;1030.9534;968.9548;422.0942;888.83344;2908.8047;3812.7798;0.0;157.63275;925.3553;481.38068;308.959;319.1772;320.14276;1300.1322;4139.3076;0.0;57.662685;591.7963;549.5727;659.9957;102.91702;568.6907;1608.6725;7564.3374;1072.9624;1292.8916;7932.2993;705.0001;2013
43.5971131627, 1.44827757098;"{""type"": ""Polygon"", ""coordinates"": [[[1.45201424070757, 43.597930318238966], [1.452177028545598, 43.59669595302161], [1.451671179598536, 43.59656994839521], [1.451284844145135, 43.596285927897746], [1.45113666711068, 43.59591861707086], [1.451220598681167, 43.59552568713535], [1.451582715737217, 43.59515953185057], [1.449238988261008, 43.59431805581267], [1.448490712063633, 43.594038755672294], [1.447827310158841, 43.593831081678275], [1.446440596353364, 43.59332914535327], [1.44615317414721, 43.59322470651525], [1.445968759816166, 43.593195815758854], [1.445821775543316, 43.59318803810957], [1.445487543862658, 43.593079441911165], [1.444605628296333, 43.59277352137814], [1.444473058595332, 43.593021305724626], [1.444207927585541, 43.5936029758755], [1.443968133978041, 43.59423120609611], [1.443978356004109, 43.59433157735767], [1.44481830508196, 43.59492100949115], [1.445425602073653, 43.59531275928434], [1.445472892457272, 43.59545883559026], [1.445556610162893, 43.596304382484384], [1.445559608858898, 43.59645295043271], [1.445571445654589, 43.59670660483239], [1.445552810895598, 43.5973450916128], [1.44553798621307, 43.59781520150596], [1.445541380740702, 43.598024321022244], [1.445569535165298, 43.59849382259575], [1.44560837982336, 43.59894448280156], [1.445622035201607, 43.59925113536472], [1.445653573841019, 43.59949264510426], [1.445654037945159, 43.599898535707915], [1.445654538605654, 43.600475682018], [1.446999859124357, 43.60053261829984], [1.448199704521428, 43.60056664010443], [1.450118303519972, 43.60059397465921], [1.450764898046011, 43.60062457994998], [1.45107682340444, 43.60057214655443], [1.451801377019247, 43.60043778431272], [1.451775396772819, 43.60034580455599], [1.451774179432086, 43.600076146985465], [1.451862627553022, 43.599114631843605], [1.45201424070757, 43.597930318238966]]]}";3155504;SAINT-ETIENNE;76;31;31701;31555;4990.5566;92.87106;86.22673;192.2034;267.1241;1060.935;1205.8954;745.52893;464.59647;568.962;306.2137;524.724;1754.7128;903.5191;672.17706;744.4979;390.926;912.688;3202.693;875.1757;2283.925;252.1109;794.4026;423.10416;360.27667;333.58527;120.445465;402.4194;1544.2518;337.25378;2706.6318;272.61307;960.3101;480.41495;311.9004;410.9127;270.48053;510.26855;1658.4413;537.9219;4469.833;3.5704448;165.77592;1196.395;601.0128;413.3973;103.038536;767.8247;1218.8181;2036.8141;0.0;110.40806;721.6209;261.24475;146.79129;73.84536;296.87454;426.0292;2433.0188;3.5704448;55.367867;474.77408;339.7681;266.60602;29.193178;470.95013;792.7889;4641.915;348.64178;454.78186;4685.5566;305.00006;2013
43.6062858201, 1.42339702287;"{""type"": ""Polygon"", ""coordinates"": [[[1.434335658847749, 43.60376373717284], [1.434620328315725, 43.60362124786602], [1.434931245294167, 43.603465723507355], [1.435494490185119, 43.60315419892098], [1.434133467081927, 43.60128894247944], [1.432779536598253, 43.601629158967924], [1.432354517640184, 43.60166834221096], [1.431730629258259, 43.60159996647367], [1.431471718512567, 43.60150234042746], [1.430870968161322, 43.601625262327694], [1.427884965744409, 43.60218415693679], [1.427654893352998, 43.60224570142856], [1.42726139921401, 43.60243649855345], [1.426781837538324, 43.60263701030189], [1.426193147513471, 43.60282150164865], [1.425573477087433, 43.60298871709687], [1.42483058261936, 43.60312465396965], [1.424394399720405, 43.603211971869925], [1.423206086865586, 43.60344270986042], [1.422123675316296, 43.60364401771519], [1.420891558914766, 43.60375800269758], [1.420457612784036, 43.60378382031614], [1.419246225078018, 43.60407393665691], [1.419039128027747, 43.604164036670774], [1.418728009175675, 43.60432992675676], [1.4183270578662, 43.60449508519833], [1.417935609396018, 43.60463572146528], [1.417162820507027, 43.60502020604353], [1.415929837586498, 43.60561098101649], [1.415104530312541, 43.606021511933335], [1.414832693219686, 43.60617162635532], [1.414519675620994, 43.60637533575178], [1.414139399564126, 43.60663337077169], [1.413569828143315, 43.60700812879122], [1.413526193359081, 43.607135502132515], [1.411107470141731, 43.60861727374427], [1.413024730534175, 43.60942105676904], [1.413709446132075, 43.60977102708249], [1.414834777253997, 43.61042545649332], [1.415848815689989, 43.611206695144254], [1.416428199158313, 43.6117185310698], [1.417296161427842, 43.61268684745453], [1.417393055058324, 43.612651682484945], [1.417507020015477, 43.612608138772295], [1.417630775102039, 43.612520210186695], [1.4177464046182, 43.612367875613494], [1.417776340883808, 43.611945197250726], [1.41775650019, 43.61171133621239], [1.417819007275612, 43.61154154270258], [1.41793579774433, 43.611398681135285], [1.418136380748832, 43.61131042214086], [1.418546765984919, 43.61129672128299], [1.418741659525506, 43.610900922754695], [1.418704472933934, 43.61077857381291], [1.418872843440483, 43.610837647773856], [1.420035314937641, 43.610434547721255], [1.420925707516575, 43.610111552265366], [1.421903870325181, 43.609753305554584], [1.423672676137288, 43.60912042463543], [1.425628796264079, 43.6084123838097], [1.426947426720393, 43.60792342551897], [1.428280253549448, 43.607442136515886], [1.429946425145834, 43.606871729591376], [1.430463476514005, 43.606690422540936], [1.431551283857298, 43.606306479454986], [1.432834187638003, 43.60584933952942], [1.433739131151289, 43.60550175527452], [1.434563112233373, 43.605169609811675], [1.434674980265306, 43.604658642209245], [1.434592504363702, 43.60425777221578], [1.434335658847749, 43.60376373717284]]]}";3155507;AMIDONNIERS;76;31;31701;31555;6697.5747;141.00513;110.77834;127.51797;197.28746;2721.175;1871.647;713.71;343.29538;364.44943;106.708824;480.14206;3771.151;1208.5254;588.73065;431.63077;217.39507;1296.1458;4930.2705;471.15823;3363.2312;236.72107;1855.3906;727.5523;284.83228;178.76741;79.967476;608.5543;2585.354;169.32289;3334.3435;243.42097;1915.7603;480.97302;303.89838;252.86337;137.4276;687.59143;2344.9167;301.83536;6216.4326;0.0;95.83179;1392.1779;848.5719;637.8444;190.56425;521.0654;2530.377;3161.51;0.0;72.62648;885.41864;371.07288;244.06181;167.18369;206.62611;1214.5205;3054.9226;0.0;23.205307;506.75925;477.499;393.7826;23.380575;314.43936;1315.8566;5746.6675;950.90717;1103.9435;5931.5747;766.0001;2013
43.5811685648, 1.44790602757;"{""type"": ""Polygon"", ""coordinates"": [[[1.447850630164802, 43.584385135682155], [1.450530863570544, 43.583659653392694], [1.45071691814761, 43.583663951780586], [1.451048432539828, 43.58377724228811], [1.451911203067002, 43.58413878565633], [1.453467053013386, 43.58480943493311], [1.454285156509541, 43.585112897805864], [1.454503671514605, 43.58521110890338], [1.455907534267748, 43.58577646789887], [1.455863995005128, 43.585639886805], [1.455037606297623, 43.584661782230576], [1.453070952023397, 43.582108940115596], [1.452477550031, 43.581399443867355], [1.451818185030898, 43.58075092867787], [1.450582241975983, 43.57975444697806], [1.449879089224332, 43.57934116025484], [1.447466514754312, 43.57800901314068], [1.444234108028138, 43.57615849612087], [1.444221591768842, 43.57621232572013], [1.444194077218146, 43.576224407998666], [1.444112032574563, 43.57622849229852], [1.442934434465615, 43.576741462486936], [1.442893707447449, 43.57728894946451], [1.442853971831776, 43.57751002890299], [1.442760133510072, 43.57760579184465], [1.44307715191201, 43.57816367341368], [1.443252850619131, 43.5785983831171], [1.443334554010237, 43.5789661282013], [1.44347168309471, 43.579630441994325], [1.443529953517568, 43.579998949006104], [1.443605530638004, 43.58060222771971], [1.443969964022081, 43.58208200445825], [1.444044434481233, 43.58223775935161], [1.444099659285569, 43.582809655616494], [1.444169258219659, 43.58390203047186], [1.444937284468783, 43.583980937276], [1.445677496114635, 43.58409273350137], [1.447850630164802, 43.584385135682155]]]}";3155525;SAINT-AGNE;76;31;31701;31555;5947.885;191.61589;141.90985;218.33234;303.8956;1451.8715;1592.3573;998.8526;411.8386;443.53586;193.6753;711.0114;2338.7507;1162.2737;908.6631;496.20706;330.97882;1188.882;4121.7915;637.2111;2900.4314;335.17978;1185.2625;605.4093;437.05963;215.05003;122.470184;568.59296;2087.0745;244.76399;3047.4534;375.83167;1153.4882;556.8644;471.6035;281.157;208.50864;620.289;2034.7172;392.44714;5236.2065;0.0;117.98719;1045.4678;867.5327;795.92;439.25607;705.5357;1264.5072;2557.9182;0.0;90.76377;603.2006;392.2961;224.46;374.41476;273.26874;599.5142;2678.2883;0.0;27.223415;442.26718;475.23663;571.45996;64.84131;432.26694;664.9929;5530.987;416.8981;631.0253;5900.5513;47.333344;2013
43.5901679443, 1.40743933272;"{""type"": ""Polygon"", ""coordinates"": [[[1.400580945573459, 43.58828444665055], [1.3999537867837, 43.58943259544399], [1.398702225079483, 43.592045863854985], [1.397711632576057, 43.594116306790376], [1.39744722160597, 43.5947887061578], [1.397284026129966, 43.595315295427135], [1.397020690054909, 43.59624978108988], [1.3984305872462, 43.596248229053124], [1.399931335331287, 43.59601466168641], [1.401971775332661, 43.595399505926316], [1.40783558365121, 43.593607531474845], [1.415630415684948, 43.595048773161594], [1.416239198076839, 43.59516252415626], [1.419250856632245, 43.59571585581333], [1.419512090316043, 43.595827722451006], [1.419681756655164, 43.59579976369768], [1.419683136579038, 43.59570989413946], [1.419582785015768, 43.59563244584943], [1.419459631087113, 43.59559928048781], [1.41923063592888, 43.59423405275931], [1.419199574174437, 43.5940530871898], [1.419191660638141, 43.59397449781864], [1.41914233559039, 43.59396557907508], [1.418748406718027, 43.59393305833226], [1.417430428684823, 43.59363285136204], [1.416448335759217, 43.59333157153762], [1.416338486970152, 43.59319538244968], [1.414276212312683, 43.59296193472406], [1.414148013478497, 43.59300252271976], [1.414166017677882, 43.59284845057543], [1.414254829599508, 43.592154712736786], [1.414313525521438, 43.59155628925385], [1.414476450021684, 43.59120565941341], [1.414779011344044, 43.590577994656364], [1.415175871374116, 43.58982810722695], [1.415921564769729, 43.59009246764651], [1.417393146295446, 43.587424039345436], [1.416741012851257, 43.58717180292306], [1.415397231430741, 43.586614008205586], [1.414371132837471, 43.586136373396826], [1.413544340227996, 43.58581741558303], [1.412741235461208, 43.585565813223965], [1.412005698543281, 43.58540748177929], [1.411642515194876, 43.58641971093189], [1.411504275910746, 43.58643655768388], [1.409929147456746, 43.58586167305165], [1.409719829702067, 43.58576250666776], [1.410019234117397, 43.585004268648134], [1.408965810821064, 43.584781819481385], [1.408443301310605, 43.5846516990408], [1.408060495365457, 43.584493395264005], [1.407815472991609, 43.58426336585409], [1.40754794621479, 43.5842252187595], [1.407348779166122, 43.58414316351174], [1.407177730335527, 43.584011191215716], [1.40658045337923, 43.583751776431235], [1.405694391255916, 43.583148431623286], [1.404966470515101, 43.582587064171044], [1.404654350849411, 43.58257124497974], [1.404306773979051, 43.582409433489126], [1.40389480517182, 43.583037111549395], [1.402492159226543, 43.58526030959989], [1.400580945573459, 43.58828444665055]]]}";3155534;LA CEPIERE;76;31;31701;31555;5280.7427;239.39125;176.14682;251.30716;317.42853;620.5197;1353.4093;898.21265;491.92206;591.3828;341.0224;853.22186;1239.9432;1142.6173;876.4714;611.6761;556.8128;1134.1906;3214.147;932.4052;2571.8567;462.98383;628.42224;608.73676;423.59488;248.95454;199.16444;628.68787;1599.7284;343.4404;2708.886;390.23804;611.521;533.88055;452.8765;362.72156;357.64835;505.50272;1614.4185;588.9648;4425.521;0.0;85.03446;600.49695;696.6217;700.253;506.50455;1008.0682;828.542;2105.8728;0.0;62.030624;378.25632;325.82227;187.09492;408.17673;389.02075;355.47122;2319.648;0.0;23.003836;222.2406;370.79944;513.158;98.32783;619.0474;473.07074;4573.029;707.7138;990.14624;5174.7427;106.00002;2013
43.6263301962, 1.46844795716;"{""type"": ""Polygon"", ""coordinates"": [[[1.468321089458256, 43.63054650516186], [1.468165515673114, 43.63067493272957], [1.471130447672589, 43.63200138577992], [1.471610426241849, 43.63222738938482], [1.474119166773953, 43.633402680615454], [1.474206142488842, 43.63324345222047], [1.474847097480969, 43.63206472724299], [1.475407688790296, 43.63103771581061], [1.475896853054678, 43.63017572601977], [1.47650342575328, 43.62893712504797], [1.477367453762117, 43.627004129175816], [1.476748707394051, 43.626556645208815], [1.476375621774259, 43.62632579831169], [1.475784391184032, 43.62568739958188], [1.475120927798877, 43.625091030135074], [1.474812224233834, 43.62464116133373], [1.473944823269066, 43.623648695781526], [1.473156008382634, 43.6230778503992], [1.472097366214123, 43.62225421642857], [1.471981694736318, 43.622147369814044], [1.471070163408883, 43.621599223898215], [1.470383251186796, 43.621279855493405], [1.47004532195451, 43.6211429243825], [1.469259906987318, 43.620701690898514], [1.468906752721627, 43.620268500284325], [1.468471517722486, 43.62055467955928], [1.467438254800371, 43.62139637722519], [1.4670845485804, 43.62153842126112], [1.466685260277101, 43.6216801089432], [1.465731284512092, 43.62190363521782], [1.464733873351059, 43.62206910259705], [1.464044177288204, 43.62220854993225], [1.463637105908815, 43.622348276796345], [1.462772589261868, 43.62268599887283], [1.462173500907236, 43.622863981012706], [1.461863136004983, 43.62289091647399], [1.461296666492244, 43.6228865375979], [1.461097368087094, 43.62279984842682], [1.460664322145463, 43.622489005582736], [1.460255667960563, 43.62220295214875], [1.459333588475791, 43.6214048550237], [1.458906155613308, 43.62106850867867], [1.458595340460187, 43.62103771105064], [1.457893526040307, 43.62129340418388], [1.458624193830438, 43.62279678963106], [1.458774423946757, 43.62311963833486], [1.458997199240964, 43.623558472892284], [1.458904195479269, 43.62394944723944], [1.458659053372525, 43.62467795905062], [1.458657709064955, 43.62494664795189], [1.458802486124975, 43.62546435774107], [1.458863354963618, 43.62566540585572], [1.459033400847976, 43.626325228567396], [1.460160121979782, 43.6268514837462], [1.460777000607506, 43.62715144471331], [1.463490868610973, 43.6284326337343], [1.46486926728321, 43.6290336340699], [1.466718533914573, 43.62985962752281], [1.468321089458256, 43.63054650516186]]]}";3155542;ROSERAIE;76;31;31701;31555;9483.207;336.45645;338.69846;430.04367;602.08417;949.4284;2491.5718;1777.0352;981.913;1111.6384;464.3373;1428.3584;2209.7422;2130.3748;1697.877;1299.0405;717.81415;1896.8438;6010.387;1575.9758;4477.909;734.8687;1083.6041;1072.902;834.30475;533.6965;218.53319;984.70874;2926.8816;566.31903;5005.298;693.48975;1126.1381;1057.4728;863.5722;765.34406;499.28094;912.135;3083.5059;1009.65674;8055.8486;3.6103935;227.53505;1109.6807;1517.0898;1460.7664;773.9189;1847.5219;1115.7255;3735.0405;3.6103935;153.19756;623.7081;738.29333;383.15875;671.5889;699.9261;461.55737;4320.808;0.0;74.337494;485.9726;778.7965;1077.6075;102.32996;1147.5957;654.16815;8710.145;773.0621;1253.5774;9436.207;47.000008;2013
43.5980705541, 1.48360553849;"{""type"": ""Polygon"", ""coordinates"": [[[1.482638702864952, 43.60640428159109], [1.4841122942928, 43.606972652770935], [1.48473679862516, 43.60718834097899], [1.485278373760727, 43.60737690745946], [1.485706235909858, 43.607504064562555], [1.485866809509554, 43.60527903942367], [1.485863050151767, 43.604811627451696], [1.486172051672619, 43.604415628021684], [1.486803479441906, 43.60377700816698], [1.48877716897929, 43.60194780658355], [1.489363435833513, 43.60146020660135], [1.490600156309866, 43.60036343387902], [1.491238629240342, 43.59968131707937], [1.491439307739493, 43.59939141265503], [1.491679526521396, 43.598791473942875], [1.491890785020333, 43.59747699572211], [1.492070598810388, 43.59663628931217], [1.49227961225769, 43.595756065329844], [1.492443817583752, 43.594729801283385], [1.4925624672068, 43.59416396370522], [1.492690854130228, 43.59373727317391], [1.491459741215696, 43.5937129503469], [1.491402490871524, 43.5935270827989], [1.49119267111949, 43.59335994710985], [1.490876750317264, 43.593055774356465], [1.49059188241941, 43.592673304212866], [1.490434043359363, 43.591961586517066], [1.490124267713146, 43.59195927314767], [1.489690958169541, 43.591305102022], [1.489156850087407, 43.59078357817877], [1.489174695679862, 43.59053487885027], [1.489323749325551, 43.59002887646972], [1.487579094792436, 43.58941785494657], [1.487278379654716, 43.589328554566514], [1.487001232571167, 43.58932079905813], [1.486677838756068, 43.589361895629075], [1.485228714985162, 43.58975500006065], [1.480950376305381, 43.59101230930856], [1.47940638894684, 43.59147936273721], [1.478973927883353, 43.591590571517536], [1.478680515068863, 43.59389404403732], [1.478599373548516, 43.59410536349756], [1.478597785170338, 43.59421605104295], [1.478451353774192, 43.59462271385025], [1.478207665490852, 43.59518475815458], [1.478132248517292, 43.59554087681742], [1.478181302363448, 43.59584116502158], [1.478261279143183, 43.59625522820676], [1.478259869968229, 43.596353617100235], [1.477632708488441, 43.59669419317817], [1.477281251674782, 43.59678235391333], [1.47669367185183, 43.596995502664605], [1.475861549584774, 43.5972843698754], [1.475109519437241, 43.597616417621154], [1.474125514385216, 43.59796466491038], [1.474336427639395, 43.59850461693812], [1.474513364973181, 43.59896388502683], [1.474506697883832, 43.59933566314299], [1.474485305486597, 43.5995549992044], [1.47415293692135, 43.600213805845605], [1.473839709632599, 43.60080842925167], [1.473864362137878, 43.600904172208296], [1.474683704615332, 43.600873518414744], [1.475049828202562, 43.600853595768655], [1.476010009895675, 43.60071614062355], [1.476128371806517, 43.60144650464999], [1.476135267788903, 43.60160077134634], [1.476151044657341, 43.601951904707505], [1.476082095050436, 43.60230996456435], [1.475961943727259, 43.602607079695574], [1.475798882403036, 43.60290008647692], [1.475559146172119, 43.60318398957241], [1.475321460995253, 43.60341492945131], [1.474521306046623, 43.604189393628715], [1.474421592073354, 43.60433244947041], [1.474666614876491, 43.60440527432662], [1.475398398138684, 43.60458114484764], [1.476272690101124, 43.60480634330923], [1.476832881325906, 43.604963871839544], [1.477262784262025, 43.60503715003583], [1.477978707042257, 43.60504920022404], [1.478409503842443, 43.605060981438406], [1.478688569334314, 43.60512080739155], [1.479132140942773, 43.605148770641755], [1.479467201127527, 43.60520901723536], [1.479889745294164, 43.605341835368435], [1.480375270497013, 43.60553189279571], [1.482638702864952, 43.60640428159109]]]}";3155545;CHATEAU-DE-L'HERS;76;31;31701;31555;8991.611;374.8441;268.9962;472.14624;722.0116;741.0749;2431.3728;1827.5537;927.9083;780.3545;445.34906;1526.5896;1859.1354;2249.0222;1683.329;1038.0168;635.51843;2031.631;5734.277;1225.7035;4275.6763;778.6559;934.3877;1134.4818;776.33435;435.63382;216.18272;1050.7249;2743.5466;481.40472;4715.935;747.9338;924.7476;1114.5405;906.99457;602.38306;419.33572;980.9061;2990.7302;744.2988;7465.022;3.6971095;217.72069;1397.44;1494.9357;1225.4327;705.462;1392.0437;1028.2899;3497.0203;0.0;179.35846;851.9799;614.7617;305.88098;549.227;572.9248;422.88745;3968.0015;3.6971095;38.36223;545.4601;880.1739;919.5518;156.23497;819.1189;605.4025;8294.748;696.86316;1078.0033;8991.611;0.0;2013
