Geo_Point;Geo_Shape;LIBELLE_DU_GRAND_QUARTIER;Nombre_de_logements;P11_MAISON;P11_APPART;ANNEE
43.5876701154, 1.445153145;{"type": "Polygon", "coordinates": [[[1.451911201240455, 43.58413878352363], [1.451621181909202, 43.58465121046684], [1.451423362130035, 43.58500162101518], [1.451373345173014, 43.58503907587225], [1.45130718415529, 43.58520034575197], [1.45113998317406, 43.58576765932019], [1.450976916073607, 43.58631986795841], [1.450803541262597, 43.58704040525452], [1.450559703958557, 43.58785973489315], [1.450535228697328, 43.58793050219143], [1.450587854577119, 43.5880681035023], [1.450720632078409, 43.58824323001571], [1.450815017217547, 43.588461577084054], [1.449915246713057, 43.588922864404374], [1.449607904279111, 43.5891087369193], [1.449434610200897, 43.589295658272924], [1.449088126395633, 43.5896628776513], [1.448543479302461, 43.590225337095085], [1.44813824574233, 43.59077847798355], [1.447954098510802, 43.590994642374504], [1.447695043331527, 43.59125847082611], [1.446670241557084, 43.59215680838001], [1.445487547331914, 43.593079440718675], [1.444605626706623, 43.59277351932913], [1.444384216873257, 43.59269419189214], [1.443547654103472, 43.592402812057394], [1.442724095084497, 43.59211247448464], [1.44252973134644, 43.59205322668447], [1.442257915649431, 43.59203688789562], [1.441854848744162, 43.59209236273016], [1.441575606176345, 43.59179023305774], [1.441370418811893, 43.591497203571514], [1.441357220362648, 43.59133531194123], [1.441261437509332, 43.590517099383945], [1.441181739981108, 43.59027615369749], [1.441049418360082, 43.589985591616056], [1.440436933947337, 43.58907719367535], [1.439902204546639, 43.58845324648153], [1.439600142989647, 43.58811213968404], [1.439431374024239, 43.58764909215782], [1.439334006378876, 43.58711186544308], [1.439379818291791, 43.58657482756971], [1.439455663007722, 43.58620454720936], [1.439595652302637, 43.58589627195063], [1.439678062461417, 43.58543521503768], [1.439627873700528, 43.584876603445814], [1.439585825850614, 43.58455647855016], [1.43950326550558, 43.58407329838443], [1.440912334723315, 43.58402012083666], [1.441521940165084, 43.58398804393675], [1.442709881652522, 43.58392552426555], [1.443226739409306, 43.58391541285941], [1.4435288139519, 43.58390739003508], [1.444169256009752, 43.58390203221273], [1.444937282649037, 43.583980936389466], [1.445677496068247, 43.584092732429106], [1.447850613278365, 43.58438608388192], [1.450530863911349, 43.583659655240744], [1.45071690416368, 43.58366489544688], [1.451048430969091, 43.58377724087061], [1.451911201240455, 43.58413878352363]]]};SAINT-MICHEL;7344.501;433.9241;6853.759;2011
43.5815845237, 1.43382538702;{"type": "Polygon", "coordinates": [[[1.441854848744162, 43.59209236273016], [1.441466362540361, 43.59213092105017], [1.44087054362049, 43.592193384082954], [1.440345374983897, 43.59223180327759], [1.439973960801944, 43.59226008480038], [1.439547759343283, 43.592295500695855], [1.435263580591647, 43.59265506202062], [1.434543998435994, 43.59177416337725], [1.431791094035513, 43.58857888069088], [1.429118824757463, 43.5848921858293], [1.428885295256659, 43.58415706380319], [1.428057886577554, 43.5824199554748], [1.42775396567549, 43.581522478400515], [1.427451650027507, 43.579921090925396], [1.427472553337646, 43.57854653384678], [1.427646187949701, 43.57671338394803], [1.427511168406624, 43.576007432573775], [1.428318750171025, 43.57407529652333], [1.428732816492323, 43.57251656072258], [1.43001694712167, 43.57038765552947], [1.430108724194806, 43.57017078150645], [1.432159587229371, 43.57042183074779], [1.432074564224758, 43.57062267631121], [1.434009640031961, 43.5708737107079], [1.43464589782201, 43.57105003328011], [1.435329945365924, 43.571336483989526], [1.436273084073041, 43.57195991968454], [1.436537837180661, 43.57174819984487], [1.438000686436356, 43.57259904050049], [1.437633513839131, 43.57295943885315], [1.436947432225213, 43.57358410860932], [1.436509218392994, 43.57416722282775], [1.436330507192787, 43.574541414959235], [1.436148256371446, 43.5751502169477], [1.436099565323948, 43.57561816456144], [1.436182099851917, 43.57618649757877], [1.436318163544148, 43.577348477889984], [1.436488124197776, 43.57790142351626], [1.436628109284986, 43.57845791343406], [1.436686787947996, 43.578623005607746], [1.436825378891476, 43.57901296704014], [1.437025532092416, 43.57937692471265], [1.438476452426348, 43.581294894828815], [1.438582276475603, 43.581527536158596], [1.438845657687502, 43.581928890745665], [1.439179174764727, 43.58260044744278], [1.439378497181985, 43.58319430376308], [1.43950326550558, 43.58407329838443], [1.439585825850614, 43.58455647855016], [1.439627873700528, 43.584876603445814], [1.439678062461417, 43.58543521503768], [1.439595652302637, 43.58589627195063], [1.439455663007722, 43.58620454720936], [1.439379818291791, 43.58657482756971], [1.439334006378876, 43.58711186544308], [1.439431374024239, 43.58764909215782], [1.439600142989647, 43.58811213968404], [1.439902204546639, 43.58845324648153], [1.440436933947337, 43.58907719367535], [1.441049418360082, 43.589985591616056], [1.441181739981108, 43.59027615369749], [1.441261437509332, 43.590517099383945], [1.441357220362648, 43.59133531194123], [1.441370418811893, 43.591497203571514], [1.441575606176345, 43.59179023305774], [1.441854848744162, 43.59209236273016]]]};RAMIER;1092.5001;35.730507;808.5205;2011
43.5826512471, 1.46929762563;{"type": "Polygon", "coordinates": [[[1.483995152561408, 43.578960874364135], [1.483771899027692, 43.5791928847336], [1.483364569251109, 43.579555963736], [1.483187047064443, 43.57968424319422], [1.482878582075151, 43.5798683030064], [1.482582677591787, 43.58008367869192], [1.482337127630267, 43.58032687151199], [1.481949784409671, 43.58065698223064], [1.481361310705588, 43.581126545119695], [1.481060516708964, 43.5813191721817], [1.480238803940717, 43.581897663238166], [1.479667751698141, 43.58233044890331], [1.479036314194067, 43.582980383839086], [1.478726621543904, 43.58324768289736], [1.478514190076667, 43.58344854254236], [1.477922120644541, 43.583983342039836], [1.47709126279144, 43.58455984869794], [1.476533494106205, 43.58488013158175], [1.47626655502024, 43.585069219045664], [1.476042960008066, 43.58523119891088], [1.475423006867478, 43.58580172646517], [1.475167193984263, 43.58603063515499], [1.474829890748843, 43.58640556972178], [1.474469848610911, 43.58673208019595], [1.474284831257567, 43.586925571846045], [1.473918436090893, 43.58724067719625], [1.473514473426474, 43.587633078024744], [1.472699441818642, 43.58836862157467], [1.472005743698316, 43.588813680962595], [1.471743053200871, 43.58897724584685], [1.471320515528011, 43.58930232060489], [1.471109616869998, 43.58912473036728], [1.47061176122371, 43.58871882035793], [1.469945643382384, 43.588158348043315], [1.471286642825522, 43.58732655611264], [1.469695440321989, 43.58593493409691], [1.469558996509428, 43.58591969742046], [1.468875861370921, 43.586354410295165], [1.469173792405702, 43.58663296166912], [1.46861131038827, 43.58700426162205], [1.468195066990237, 43.586627350851664], [1.467236146883363, 43.587050476114186], [1.466579902699032, 43.58733494805], [1.46609382344304, 43.587553550665525], [1.464999743152973, 43.58804941564776], [1.464543874104452, 43.58824837746015], [1.464880021651465, 43.58867199127796], [1.465191151703363, 43.589026344301836], [1.46533592448753, 43.58927439672625], [1.465846680349169, 43.59022255783973], [1.46586345388444, 43.590322029622584], [1.464395513045882, 43.59074405577942], [1.464208328837812, 43.59081546513236], [1.463721405960068, 43.59099999087095], [1.463462674605392, 43.59106800827836], [1.463253598360079, 43.591123162065664], [1.463064170219432, 43.59116995432449], [1.462822238882626, 43.5912466145351], [1.46255914806407, 43.59134581912578], [1.462186945180816, 43.59151797754125], [1.461977229482605, 43.59161664691946], [1.461682294902958, 43.59175628743908], [1.461552391347081, 43.59182718924937], [1.461448960656308, 43.59186801898859], [1.46137194236059, 43.59188256051108], [1.461267818085365, 43.59188175577003], [1.461111631700351, 43.591880547582655], [1.460782570349193, 43.591861918325314], [1.460406574311062, 43.59184860264062], [1.460213789841141, 43.59230125098488], [1.460080610489589, 43.59259541093359], [1.459914384748774, 43.59292337350477], [1.459700690510575, 43.5924051354404], [1.459580943562468, 43.59151768943791], [1.45972594171943, 43.59139392388581], [1.460098321998625, 43.59112148578856], [1.460293304191932, 43.59096215284474], [1.460424986355655, 43.59077016198345], [1.460457959837815, 43.59065215359683], [1.46055656300246, 43.59031893399206], [1.460713181981259, 43.58931346859896], [1.460897864067981, 43.588347012816115], [1.460954487786612, 43.58794723902028], [1.460863341865949, 43.58768256540604], [1.460248191755534, 43.58764752928993], [1.460126245747364, 43.58762009281456], [1.460259883602188, 43.58747164012071], [1.460411010154391, 43.58692973396921], [1.460558604152532, 43.58653918060393], [1.460736832203264, 43.586101558356255], [1.460938406390469, 43.58557991068789], [1.461359786955836, 43.58453580903382], [1.461552066071305, 43.584115323944495], [1.461950118053188, 43.5833302786721], [1.462277306411935, 43.582672412644506], [1.46273574091416, 43.58185093239782], [1.462640873337745, 43.58166286538802], [1.462885330261078, 43.5815890625435], [1.463531461095404, 43.58092513825331], [1.464525509422073, 43.580051960995604], [1.464889637994079, 43.57971415942605], [1.465138392119377, 43.57943413191935], [1.465361123421638, 43.579064018860166], [1.465518956584982, 43.57868205338758], [1.465634931760642, 43.57840383890874], [1.4657835993748, 43.577936651725174], [1.465846677011058, 43.576911538926744], [1.465942074635862, 43.57652719885081], [1.466114716528709, 43.57620022295569], [1.46638973575138, 43.5759024159409], [1.466845154825293, 43.575548281430784], [1.46743230703714, 43.57526327914868], [1.46804250585766, 43.57500399507501], [1.468837474258546, 43.57447647804607], [1.4689316744783, 43.574352312243356], [1.469222731909027, 43.574023400789294], [1.469275046669192, 43.5739159427353], [1.469632748478763, 43.57311920880932], [1.46975225066322, 43.57259597166476], [1.469843806930807, 43.571038407703114], [1.469888326076242, 43.57048053496689], [1.470051368024658, 43.570094818392555], [1.470454378298312, 43.570210493672334], [1.470333477276553, 43.57047164432689], [1.470293472860896, 43.570718275649995], [1.470255548636433, 43.57100087748138], [1.470219257610287, 43.572517234862175], [1.470104133568244, 43.57291845611792], [1.469838145882586, 43.57358249013651], [1.469610714080374, 43.57401028921041], [1.469673061012959, 43.57428798008083], [1.470191501740422, 43.574162330664045], [1.470738029156475, 43.57398485843832], [1.471243758400167, 43.57374841109764], [1.471952084409397, 43.57336023764458], [1.472965612820657, 43.57274258840258], [1.475088862693447, 43.57151083617966], [1.475502149461202, 43.57190756858735], [1.475422887590907, 43.57199022328239], [1.475431945067846, 43.5720839586574], [1.475545892246899, 43.57221349963657], [1.475713124090436, 43.57225734579654], [1.474622326572775, 43.573362630233284], [1.472398288343596, 43.57526062248267], [1.4715497392694, 43.57580478438575], [1.470642753033359, 43.576339978090154], [1.469995786198012, 43.576711583416014], [1.470852634214854, 43.57739272560016], [1.47125676210443, 43.57788401642245], [1.472181551101268, 43.57863946673305], [1.473255585847036, 43.57951525883612], [1.473767904675592, 43.57927601214373], [1.474157691928587, 43.57913990215833], [1.47439275973331, 43.57971504541664], [1.474520098922947, 43.57999985109178], [1.474746566028667, 43.58036015722268], [1.474746247946299, 43.58038191534058], [1.474900901216528, 43.580577993643516], [1.475167506667914, 43.580861968216695], [1.475798482628633, 43.58151107751046], [1.476821737173866, 43.58112905194993], [1.478027208293039, 43.580745561080164], [1.478510985084543, 43.58058933526195], [1.478955622550577, 43.58044037926818], [1.480091825534743, 43.58007526532343], [1.481180587547356, 43.57965868946187], [1.482237206065425, 43.57939607882364], [1.483017780601436, 43.57914273158096], [1.483814075661515, 43.57888192801341], [1.48396194662434, 43.57882532778965], [1.483995152561408, 43.578960874364135]]]};PONT-DES-DEMOISELLES;5643.0005;1380.2715;4223.9727;2011
43.5791098109, 1.45915777262;{"type": "Polygon", "coordinates": [[[1.4689316744783, 43.574352312243356], [1.468837474258546, 43.57447647804607], [1.46804250585766, 43.57500399507501], [1.46743230703714, 43.57526327914868], [1.466845154825293, 43.575548281430784], [1.46638973575138, 43.5759024159409], [1.466114716528709, 43.57620022295569], [1.465942074635862, 43.57652719885081], [1.465846677011058, 43.576911538926744], [1.4657835993748, 43.577936651725174], [1.465634931760642, 43.57840383890874], [1.465518956584982, 43.57868205338758], [1.465361123421638, 43.579064018860166], [1.465138392119377, 43.57943413191935], [1.464889637994079, 43.57971415942605], [1.464525509422073, 43.580051960995604], [1.463531461095404, 43.58092513825331], [1.462885330261078, 43.5815890625435], [1.462640873337745, 43.58166286538802], [1.46273574091416, 43.58185093239782], [1.462277306411935, 43.582672412644506], [1.461950118053188, 43.5833302786721], [1.461552066071305, 43.584115323944495], [1.461359786955836, 43.58453580903382], [1.460938406390469, 43.58557991068789], [1.460736832203264, 43.586101558356255], [1.460558604152532, 43.58653918060393], [1.460411010154391, 43.58692973396921], [1.460259883602188, 43.58747164012071], [1.460126245747364, 43.58762009281456], [1.459917948888316, 43.58744533935247], [1.459420114706346, 43.587221035297716], [1.457915473675497, 43.586600063393526], [1.457322807445081, 43.58636460530798], [1.455906221957497, 43.585777403021815], [1.455863995631548, 43.5856398873042], [1.4550376051074, 43.584661783598825], [1.453070951821228, 43.582108941126215], [1.452477533104856, 43.58140039036529], [1.451818188654443, 43.58075092514954], [1.450582236445629, 43.57975539479773], [1.449879071519945, 43.57934210798562], [1.450240347666132, 43.578412056713844], [1.450359827420129, 43.5780780634136], [1.45200747772404, 43.5775459841797], [1.453211129182256, 43.57711543649414], [1.453620488701101, 43.576978603990796], [1.453773069161199, 43.57695708847315], [1.45391728201574, 43.576973350156884], [1.454113332460951, 43.57700420856512], [1.454258346922362, 43.57696654887383], [1.454486339409285, 43.57686141317027], [1.454988408042162, 43.57634968781675], [1.455896500981323, 43.5753964388843], [1.455963822194567, 43.57533168034487], [1.45647056874873, 43.57485404386739], [1.457323141797348, 43.57448695114899], [1.457544522389296, 43.57438838301865], [1.458424540585474, 43.57401203410852], [1.460164669971875, 43.572928963150744], [1.461115491305642, 43.57233647863752], [1.461301996468315, 43.57221871024641], [1.461521345511021, 43.572079432837285], [1.461599967871646, 43.572042196107695], [1.461944559629039, 43.57205905261022], [1.462975600313524, 43.57220798854072], [1.463798560329247, 43.57243762435253], [1.464480840740507, 43.57276645819799], [1.465554014074279, 43.573419033839556], [1.466133133413575, 43.573773555817965], [1.466729150304247, 43.57404116117491], [1.467124282000451, 43.574162461416016], [1.467636601048447, 43.574279931169094], [1.468157383601968, 43.574352050531296], [1.468653192489269, 43.574352069426354], [1.4689316744783, 43.574352312243356]]]};SAUZELONG - RANGUEIL;6125.0005;1302.9247;4797.0977;2011
43.57881669, 1.44020761809;{"type": "Polygon", "coordinates": [[[1.446175567335571, 43.57538471463061], [1.445751482086262, 43.57554884147263], [1.445548867358644, 43.575609690883745], [1.445199023848231, 43.575681680732544], [1.445102738257315, 43.575767966092975], [1.444728197552618, 43.57601290108273], [1.444353069894621, 43.576122532938946], [1.44436692717412, 43.57615291909378], [1.444342118905824, 43.57615839884457], [1.444234106468442, 43.57615849470081], [1.444221588276492, 43.5762123245634], [1.44419408071839, 43.57622440813412], [1.444112030829844, 43.57622849046066], [1.442934434148381, 43.57674146231551], [1.442893708049862, 43.57728894768762], [1.442853970938105, 43.577510026949774], [1.442760133122693, 43.57760579233191], [1.443077135493801, 43.578164617945795], [1.443252850014101, 43.57859838392221], [1.44333455252675, 43.57896612671787], [1.443471680437764, 43.579630443072965], [1.443529952930333, 43.579998946623164], [1.443605518949716, 43.580603172078376], [1.443766042215599, 43.58127051246358], [1.443969951092092, 43.58208295071958], [1.444044432036928, 43.58223775820679], [1.444099660500981, 43.582809653094166], [1.444169256009752, 43.58390203221273], [1.4435288139519, 43.58390739003508], [1.443226739409306, 43.58391541285941], [1.442709881652522, 43.58392552426555], [1.441521940165084, 43.58398804393675], [1.440912334723315, 43.58402012083666], [1.43950326550558, 43.58407329838443], [1.439378497181985, 43.58319430376308], [1.439179174764727, 43.58260044744278], [1.438845657687502, 43.581928890745665], [1.438582276475603, 43.581527536158596], [1.438476452426348, 43.581294894828815], [1.437025532092416, 43.57937692471265], [1.436825378891476, 43.57901296704014], [1.436686787947996, 43.578623005607746], [1.436628109284986, 43.57845791343406], [1.436488124197776, 43.57790142351626], [1.436318163544148, 43.577348477889984], [1.436182099851917, 43.57618649757877], [1.436099565323948, 43.57561816456144], [1.436148256371446, 43.5751502169477], [1.436330507192787, 43.574541414959235], [1.436509218392994, 43.57416722282775], [1.436947432225213, 43.57358410860932], [1.437633513839131, 43.57295943885315], [1.437970689792146, 43.57321000105779], [1.438830521906686, 43.5738384316549], [1.439205085425142, 43.574112941234254], [1.440224279630703, 43.574964017860694], [1.440844523151683, 43.57534454002139], [1.441077884858487, 43.575490197680274], [1.441504534714144, 43.57567712237003], [1.442147111378023, 43.57587048241869], [1.442834439235884, 43.575944032510094], [1.443393955455766, 43.57594844993863], [1.443781137023258, 43.575903251956674], [1.444559762619105, 43.5757012432554], [1.444800730360246, 43.57560001554035], [1.446000867165233, 43.57514396967778], [1.446175567335571, 43.57538471463061]]]};EMPALOT;3372.0005;105.31659;3247.0417;2011
43.577688719, 1.42448765338;{"type": "Polygon", "coordinates": [[[1.43001694712167, 43.57038765552947], [1.428732816492323, 43.57251656072258], [1.428318750171025, 43.57407529652333], [1.427511168406624, 43.576007432573775], [1.427646187949701, 43.57671338394803], [1.427472553337646, 43.57854653384678], [1.427451650027507, 43.579921090925396], [1.42775396567549, 43.581522478400515], [1.428057886577554, 43.5824199554748], [1.428885295256659, 43.58415706380319], [1.429118824757463, 43.5848921858293], [1.428846729619387, 43.58498272596874], [1.428581704150488, 43.58512157328669], [1.428412224380906, 43.585225234389235], [1.428080847503353, 43.58544775430068], [1.427666860280658, 43.58571029222423], [1.426202163703587, 43.586677766624454], [1.42335598755915, 43.588523447519684], [1.423177896332057, 43.58740084731018], [1.423114938627658, 43.58700674882583], [1.4224308170905, 43.583057757829586], [1.422182645389102, 43.58200933302237], [1.421849879978106, 43.58104632316263], [1.42130097664027, 43.579920719977686], [1.420609498661445, 43.57867285737008], [1.419536358427339, 43.57677190765287], [1.419356822831515, 43.576089238146594], [1.4191906111501, 43.57547196088446], [1.419189934391769, 43.574414180416674], [1.419370970518645, 43.573640768297736], [1.419917435319808, 43.57245874695992], [1.420221225523636, 43.57199571131699], [1.420464491456648, 43.57174600965661], [1.420889848262627, 43.57133126180542], [1.421452764835863, 43.57085612716678], [1.422022150076247, 43.570468087349134], [1.422646657264272, 43.570133471022736], [1.423131039783614, 43.56994247866169], [1.423964862168883, 43.56970415808892], [1.424488937798352, 43.569640262326566], [1.426615574211945, 43.57003961847268], [1.43001694712167, 43.57038765552947]]]};CROIX-DE-PIERRE;3831.0005;932.3802;2886.8787;2011
43.6335756281, 1.43010692793;{"type": "Polygon", "coordinates": [[[1.445739625583262, 43.623413350136374], [1.44564834699098, 43.62499266613689], [1.445588036492167, 43.62519371709696], [1.445413319848522, 43.62538156845227], [1.444909499609393, 43.625802414789284], [1.44457514818156, 43.62612619669617], [1.444472402395164, 43.626378003623614], [1.444555658519926, 43.626646413689535], [1.444737550696294, 43.626938308497884], [1.445183025533777, 43.6271111723465], [1.443901987346905, 43.628726531733044], [1.440932948876085, 43.63258884653726], [1.44012783278521, 43.633724454937216], [1.43904363549846, 43.63487866367678], [1.438417271598766, 43.635557750082405], [1.436467817996517, 43.63741750727402], [1.435620059210972, 43.63843353401347], [1.433508950057124, 43.64028816908263], [1.4324633062232, 43.64128935038969], [1.42841384007604, 43.64611250291594], [1.428034664380427, 43.64654279095236], [1.427290544472406, 43.64749430477363], [1.427044720776342, 43.647808339928005], [1.425384712294453, 43.64986229671001], [1.424387394138055, 43.65134726533631], [1.423811391066612, 43.65220455311292], [1.423626407007835, 43.652030865988166], [1.423881515574326, 43.65128263928853], [1.42386803557268, 43.65054454963549], [1.423522724655029, 43.64833066215095], [1.423312662985604, 43.647241865422714], [1.423227966917131, 43.64673121966441], [1.423333587467771, 43.64672544672513], [1.422266384147894, 43.63924524734601], [1.422387021875148, 43.639279335308814], [1.421684050539174, 43.634483401890726], [1.421711917165123, 43.634280207899174], [1.421865902959217, 43.6339219221497], [1.421931059816031, 43.63383540435097], [1.421508422267172, 43.63387362004916], [1.420626874722241, 43.62688688651847], [1.420127501231552, 43.623605779679295], [1.420383092957931, 43.62354804670185], [1.421548502921402, 43.62326497593826], [1.422581632503727, 43.62290338019655], [1.425032751139755, 43.62179250654699], [1.425275010722354, 43.622218321400325], [1.42553554214433, 43.62264144607521], [1.427106388705611, 43.62348571803274], [1.427759828025871, 43.62385238566783], [1.428247451070448, 43.624074852576655], [1.430943564479823, 43.62552793678174], [1.433377289995119, 43.62676976680528], [1.433705681338483, 43.62684523801377], [1.433800764867104, 43.626845049494655], [1.433908596515885, 43.62686293911234], [1.434150902223853, 43.62686013848729], [1.435815645119538, 43.6265025056703], [1.437160938019829, 43.62616691244127], [1.439047410033614, 43.62569935032266], [1.440235796575197, 43.62540221463499], [1.442876346332869, 43.6247598420256], [1.444576215210989, 43.62396146345484], [1.445739625583262, 43.623413350136374]]]};BARRIERE-DE-PARIS;5469.3286;1473.8087;3975.9622;2011
43.5629083671, 1.41078938574;{"type": "Polygon", "coordinates": [[[1.419179501643979, 43.563646183293635], [1.418995233068274, 43.56361441221616], [1.418880294744301, 43.56347345289473], [1.418670911141938, 43.56338281927961], [1.418424918799922, 43.56338839282463], [1.418555668260487, 43.5636004405919], [1.418434332502582, 43.565401834177536], [1.41824499571782, 43.565953784618124], [1.418060716362306, 43.5665994427648], [1.417717004337046, 43.567290165732224], [1.417264935480021, 43.56783430413036], [1.416722739724797, 43.56823105871945], [1.415730301979214, 43.56871308296966], [1.414614203884293, 43.56911272489243], [1.413719948048682, 43.569470641962745], [1.413264134159872, 43.56974792390203], [1.412873374352804, 43.57002573771322], [1.412600471557542, 43.57025531193646], [1.412001935309732, 43.570757548943426], [1.411381406305496, 43.571419500259864], [1.411130846500431, 43.57180158207155], [1.409907299829641, 43.57367058678823], [1.409268696719546, 43.57389999710002], [1.410475321876043, 43.572116958065514], [1.409927492644073, 43.57077275026585], [1.409064860925219, 43.57093409541998], [1.408708677894982, 43.57091036202225], [1.40826648832165, 43.569637971145866], [1.408084654565833, 43.56911326840224], [1.407768325800216, 43.568200493823525], [1.407035875169371, 43.56752272480331], [1.407033739979068, 43.567074240998416], [1.406427648702532, 43.566221525978605], [1.406216148658341, 43.56601636958117], [1.405740921462479, 43.565868648483594], [1.404092608916848, 43.56551920038709], [1.403698196247453, 43.56469565269515], [1.402919517700601, 43.56373458315346], [1.405710929065896, 43.56319841612294], [1.407497920291704, 43.562741928016806], [1.406757449700973, 43.56216627387591], [1.406299415018612, 43.562337543394534], [1.404334530637449, 43.56277078684543], [1.403453944697495, 43.56208798954789], [1.402629097909231, 43.561419836085015], [1.402688679489179, 43.56126989220429], [1.403230708986031, 43.56121948899537], [1.405107850092516, 43.560819605027575], [1.403477706598399, 43.55948158831738], [1.402665439367553, 43.55867635102453], [1.402103063842244, 43.558115380231946], [1.404583591740306, 43.55739312735408], [1.405444205809493, 43.55701608240665], [1.406439867929232, 43.55657012883047], [1.408294997226588, 43.555566380052944], [1.408977235143396, 43.555195415890495], [1.409638782531019, 43.554815761663455], [1.41013756882693, 43.5545293842655], [1.411069207808806, 43.554012851792145], [1.415034138266611, 43.55875316809074], [1.419179501643979, 43.563646183293635]]]};LA FOURGUETTE;2681.5002;761.5154;1913.044;2011
43.5703228835, 1.39973945745;{"type": "Polygon", "coordinates": [[[1.408708677894982, 43.57091036202225], [1.408591687309166, 43.571237710024356], [1.40834946653, 43.571584846897395], [1.406120235176648, 43.573517465264395], [1.405217870259306, 43.574137328552844], [1.405338247510513, 43.5744297283692], [1.405124655870931, 43.574607736191645], [1.404718240125701, 43.574549514499], [1.404611137607035, 43.57432439852905], [1.40349831287021, 43.57433604489453], [1.402752223289174, 43.57436300504125], [1.401634397283903, 43.57436134681499], [1.400912974334902, 43.57439228417343], [1.39660442758823, 43.574462549187686], [1.396302479981689, 43.574795917593136], [1.395899308406019, 43.57486258224677], [1.395608685130528, 43.57464160905017], [1.395676139616045, 43.57424195605571], [1.393064592038328, 43.57216521088197], [1.392046926575457, 43.57134493914034], [1.391586258473886, 43.57109888382613], [1.391168951004255, 43.57082669643729], [1.39091411878831, 43.57040164558317], [1.390521986881813, 43.570348222967645], [1.39030744331476, 43.57009097257117], [1.390515428679789, 43.56985806973929], [1.390915609393554, 43.56981410675148], [1.39121760476187, 43.56931328670117], [1.39177673498798, 43.569174144415285], [1.392151510858715, 43.56892560034577], [1.393105731550248, 43.56724944101455], [1.393721522217226, 43.56615611025969], [1.393460026707888, 43.5659060446897], [1.393654234196562, 43.56555475523762], [1.394202206429553, 43.565625548463714], [1.394295183404053, 43.56583541786315], [1.395104080477887, 43.56586202066183], [1.396057648654443, 43.56587373417485], [1.396233279842588, 43.56587519314896], [1.396559870627576, 43.565875068878675], [1.398618272137852, 43.56587701029786], [1.398679369760236, 43.56588035456016], [1.399423657188134, 43.565878951741574], [1.399836436707364, 43.56594197698784], [1.40018543387214, 43.566089623747395], [1.400298454660235, 43.56618422494288], [1.400502040540235, 43.56639500487321], [1.400717573305206, 43.566757264757904], [1.401173857589837, 43.56720004432903], [1.401389176011982, 43.56732671202245], [1.401624479979626, 43.5674232704101], [1.401959243017946, 43.56748374997674], [1.402621460755552, 43.56748921764357], [1.404610738901321, 43.5675046708391], [1.406451805531169, 43.567512249550894], [1.407035875169371, 43.56752272480331], [1.407768325800216, 43.568200493823525], [1.408084654565833, 43.56911326840224], [1.40826648832165, 43.569637971145866], [1.408708677894982, 43.57091036202225]]]};REYNERIE;3412.5005;58.037903;3346.4692;2011
